,Trial0,Trial1,Trial2,Trial3,Trial4,Trial5,Trial6,Trial7,Trial8,Trial9
0,3941300.851933485,3218378.4098366173,3218379.042526456,3218376.532568428,3218377.130859022,3218378.0025935355,3218376.648308821,3218373.5395753584,3218377.388721277,3218379.6146063395
1,3857126.3399814586,2413748.514576364,2413747.624497883,2413744.4298760872,2413744.7323161643,2413748.4000856415,2413744.552149786,2413746.9697960066,2413748.224045535,2413749.9175765403
2,3768723.239300891,1607507.98299775,1607505.3729903726,1607501.9205429514,1607501.8775485961,1607508.099550479,1607502.073852955,1607508.5048655267,1607508.5963484605,1607509.3258320591
3,3675878.213308025,1258917.9694350653,1258918.0269076917,1258918.0487042353,1258918.049730934,1258917.9781459593,1258918.0374454653,1258917.9270444901,1258917.9595996705,1258917.9744599846
4,3578366.8457168713,1280868.8102041178,1280868.7248171193,1280868.8175538376,1280868.7229146033,1280868.725200057,1280868.7238178744,1280868.7236915103,1280868.7188510806,1280868.728915223
5,3475953.4544193284,1314875.1176103684,1314875.1417946501,1314875.149894122,1314875.0915314506,1314875.09850421,1314875.1138791018,1314875.1263932998,1314875.119023412,1314875.1115776072
6,3368390.141484902,1356001.5439028821,1356001.5504271267,1356001.5330471112,1356001.5501885782,1356001.531326588,1356001.5407659297,1356001.5537478377,1356001.544109998,1356001.5163875069
7,3255416.4608317735,1401969.8022819264,1401969.7804129315,1401969.835412758,1401969.8296292792,1401969.7455757968,1401969.85535152,1401969.839741912,1401969.794071724,1401969.7382376094
8,3136758.606366122,1451334.3323560967,1451334.346521374,1451334.4274372305,1451334.3895887767,1451334.3326930106,1451334.385543526,1451334.3111756707,1451334.3213746604,1451334.330341463
9,3012128.7729876237,1503321.0539442415,1503321.1109021183,1503321.109291588,1503321.1010139887,1503321.0731669986,1503321.133603011,1503321.1497043802,1503321.1099578333,1503320.9826855538
