,Trial0,Trial1,Trial2,Trial3,Trial4,Trial5,Trial6,Trial7,Trial8,Trial9
0,3941300.850195359,3218380.6537964866,3218377.915031513,3218379.2519772635,3218378.213852729,3218373.69202427,3218376.5108585833,3218377.7108814213,3218372.6477399264,3218378.667001224
1,3857126.3360678917,2413750.9371699747,2413745.485145999,2413749.1250529997,2413747.454634297,2413745.6772874366,2413746.956777255,2413747.0635105046,2413745.770409513,2413747.6452047597
2,3768723.233136168,1607510.271389918,1607502.5082997626,1607508.1114062283,1607506.0165359152,1607505.6263366058,1607506.79619306,1607505.8156428544,1607507.0843128734,1607505.9802871817
3,3675878.20434589,1258917.9600914612,1258918.048332727,1258917.9909518578,1258918.0077748096,1258917.97356899,1258917.995349639,1258917.9948605117,1258917.944701204,1258917.9952467054
4,3578366.8335682787,1280868.748117016,1280868.7171242977,1280868.7443010092,1280868.8145389745,1280868.8122139098,1280868.8430140712,1280868.7411421756,1280868.8107614801,1280868.7232068153
5,3475953.4383639717,1314875.1195311178,1314875.0952900895,1314875.104518996,1314875.0944372849,1314875.1194251291,1314875.1322671308,1314875.0833405338,1314875.1311229463,1314875.1067738435
6,3368390.1210152935,1356001.5322187222,1356001.515544625,1356001.556716052,1356001.4983403764,1356001.53911233,1356001.5448941374,1356001.5237197606,1356001.5524554607,1356001.5546546509
7,3255416.4351383746,1401969.7953230208,1401969.8459348066,1401969.6765882415,1401969.7500352329,1401969.6944223354,1401969.811911811,1401969.8440568037,1401969.721291882,1401969.854327424
8,3136758.574673089,1451334.3123862578,1451334.36407637,1451334.2890804308,1451334.399658054,1451334.354961934,1451334.3247508642,1451334.3456783523,1451334.3089809236,1451334.3407466046
9,3012128.7338895183,1503321.1216580565,1503321.0985344353,1503321.092532597,1503321.0526055219,1503321.0764810173,1503321.0633847388,1503321.0712023275,1503321.1514649696,1503321.1591929456
10,2881224.3072548397,1557283.870615279,1557283.7761624854,1557283.8359580655,1557283.8661060254,1557283.887191329,1557283.806778804,1557283.6907032132,1557283.7835723513,1557283.781407446
11,2743727.2126941914,1613001.2626280235,1613001.2620556923,1613001.2511597124,1613001.2783694915,1613001.2601642995,1613001.265465892,1613001.322546519,1613001.3035878523,1613001.2847102508
12,2599303.0388563555,1670026.7499747344,1670026.7654673636,1670026.7651429279,1670026.7506764145,1670026.7596956498,1670026.722160236,1670026.7513517155,1670026.7397758854,1670026.767111525
13,2447600.1286600213,1728149.1646912626,1728149.1580079456,1728149.1487105396,1728149.170056275,1728149.149057697,1728149.1702366231,1728149.1754477103,1728149.165362004,1728149.1561500381
14,2288248.630731106,1787378.7587763297,1787378.7518335474,1787378.7404757347,1787378.7633276517,1787378.7405896587,1787378.76714274,1787378.77204611,1787378.762114476,1787378.7477351658
15,2120859.7974722576,1847474.6854328755,1847474.7406278362,1847474.7396845296,1847474.6258709494,1847474.6711449006,1847474.722588982,1847474.7824557114,1847474.7438112362,1847474.682810235
16,1945024.4941575248,1908196.8921018066,1908196.8664411653,1908196.8499897444,1908196.9248104708,1908196.9169168547,1908196.8819395888,1908196.8028778578,1908196.8709714727,1908196.8789009568
17,1760312.5019297467,1969729.2017378358,1969729.1751857027,1969729.158248285,1969729.234541613,1969729.2249466772,1969729.191202775,1969729.1132307558,1969729.1800934821,1969729.18840523
18,1566271.1058955335,2031824.779841806,2031824.744022474,2031824.7206612471,2031824.7877110834,2031824.731413728,2031824.7611182414,2031824.7712338173,2031824.7548312473,2031824.7614516113
19,1362424.2249856284,2094514.7714996662,2094514.7367278996,2094514.7141060166,2094514.7796672015,2094514.7232660123,2094514.7534460735,2094514.7634983268,2094514.7474615348,2094514.753960296
20,1256285.1039140797,2157666.0016431888,2157666.004349128,2157666.002657715,2157666.0174970115,2157666.004128914,2157666.001284884,2157665.9911811864,2157666.0107401833,2157666.015073413
21,1257612.6250830356,2221448.723057842,2221448.725478861,2221448.723930528,2221448.7385496367,2221448.7253184426,2221448.7228336204,2221448.7127001197,2221448.731626226,2221448.7359497384
22,1261261.3710179792,2285459.3460347336,2285459.3482982344,2285459.3469483657,2285459.3612619317,2285459.348181115,2285459.3460362754,2285459.335828979,2285459.354174703,2285459.3584546936
23,1266944.5096306747,2350154.975791704,2350154.972647425,2350154.9752729116,2350154.980569397,2350154.977385517,2350154.97867912,2350154.974312972,2350154.9716097303,2350154.9727221658
24,1274676.4029244718,2415197.654460746,2415197.6514138984,2415197.654106604,2415197.659220126,2415197.655965855,2415197.657496054,2415197.652899349,2415197.650310034,2415197.6514538373
25,1284198.3863614285,2480473.5571024716,2480473.5541582354,2480473.5569104236,2480473.5618488905,2480473.558513848,2480473.5602813144,2480473.555444349,2480473.5529945195,2480473.5541841784
26,1295593.243123583,2546273.949318195,2546273.947941301,2546273.949806291,2546273.951979145,2546273.9497452863,2546273.9517523265,2546273.9478513375,2546273.947103951,2546273.9479409438
27,1308704.5722212133,2612519.7507448797,2612519.7494562524,2612519.7514111935,2612519.753408147,2612519.7510886868,2612519.7533561327,2612519.749195837,2612519.7485278435,2612519.749400644
28,1323675.3818352167,2679004.0957685825,2679004.094565403,2679004.096611926,2679004.0984321847,2679004.096020318,2679004.0985635337,2679004.0941270613,2679004.0935486956,2679004.0944572333
29,1340470.3002560618,2745728.1093607163,2745728.108247563,2745728.1104000392,2745728.1120268423,2745728.109523775,2745728.1123510604,2745728.1076353253,2745728.107122429,2745728.1080772937
30,1359071.1837812823,2812864.263778347,2812864.2635921557,2812864.265372641,2812864.2654082878,2812864.2634546324,2812864.2665427914,2812864.2622450367,2812864.2623600713,2812864.263138873
31,1379522.8414475305,2880497.858195667,2880497.8580804584,2880497.8599665007,2880497.85982883,2880497.857756436,2880497.861175374,2880497.8565339325,2880497.8567563,2880497.857577704
32,1401872.6415985934,2948376.518620895,2948376.518572169,2948376.5205691787,2948376.5202527614,2948376.518052686,2948376.52182929,2948376.5168157406,2948376.5171533744,2948376.5180218183
33,1426170.7399321916,3016501.6174599365,3016501.617472748,3016501.619588388,3016501.6190849463,3016501.616746633,3016501.620914163,3016501.6154966247,3016501.615956578,3016501.6168780457
34,1452469.310780937,3084874.59058816,3084874.590656205,3084874.592898965,3084874.592200224,3084874.5897114626,3084874.5943079307,3084874.588449763,3084874.5890403707,3084874.5900216354
35,1480824.4885619637,3153496.941335862,3153496.941439526,3153496.943794475,3153496.9429509933,3153496.9403011496,3153496.9453176623,3153496.938972821,3153496.939724026,3153496.940750601
36,1511331.3342797344,3222595.2240674403,3222595.2246397873,3222595.2268590815,3222595.225163573,3222595.222618914,3222595.2281380575,3222595.2216301374,3222595.2229019003,3222595.2238541455
37,1544183.14855977,3292070.565128143,3292070.565723671,3292070.5681014694,3292070.56619446,3292070.5634490605,3292070.5695410515,3292070.5624472443,3292070.563884893,3292070.5649236566
38,1579322.7712136698,3361800.929209103,3361800.9298134153,3361800.932357863,3361800.930239815,3361800.9272734425,3361800.933993843,3361800.926251958,3361800.927874711,3361800.9290101756
39,1616818.5911932327,3431788.041396018,3431788.0419936585,3431788.044715004,3431788.042385456,3431788.039175121,3431788.046587404,3431788.0381295746,3431788.0399566228,3431788.041201841
40,1656798.4966912244,3502033.687493419,3502033.6880672253,3502033.690976463,3502033.688436506,3502033.684956636,3502033.6931305616,3502033.6838818667,3502033.6859337427,3502033.687304344
41,1699594.7014091038,3572539.7144566393,3572539.7149876254,3572539.7180962493,3572539.7153494246,3572539.7115716524,3572539.720582903,3572539.710460988,3572539.71276005,3572539.714274107
42,1745028.6438909762,3643308.0308018266,3643308.031269517,3643308.034590434,3643308.031642195,3643308.027534782,3643308.037465615,3643308.0263814568,3643308.0289518293,3643308.0306294574
43,1793312.9516440223,3714340.607445637,3714340.6078295037,3714340.6113859653,3714340.608231706,3714340.6037602555,3714340.6147006787,3714340.60256577,3714340.605438205,3714340.6072925436
44,1844781.0690091709,3785639.4733004435,3785639.4735568766,3785639.47735484,3785639.473956207,3785639.4691394633,3785639.481139027,3785639.4678078247,3785639.471033507,3785639.4731023777
45,1899211.3688012008,3857418.6044286713,3857418.604817722,3857418.608825416,3857418.6048374446,3857418.5996491536,3857418.6129849977,3857418.598652714,3857418.602375225,3857418.6045956444
46,1957217.4659702012,3929516.803785656,3929516.804024505,3929516.8083465286,3929516.804164058,3929516.798474545,3929516.8131394116,3929516.797452752,3929516.801565236,3929516.80402767
47,2018530.2555173584,4001887.188278119,4001887.188338345,4001887.192994865,4001887.1886378517,4001887.1823990126,4001887.1985021424,4001887.1813418837,4001887.1858732156,4001887.1886122935
48,2081169.406362341,4074531.9404833047,4074531.940333072,4074531.9453430665,4074531.940835615,4074531.934000174,4074531.9516505543,4074531.9328895058,4074531.9378687553,4074531.940925004
49,2144133.6665193914,4147453.29112838,4147453.2907330794,4147453.2961156643,4147453.2914851536,4147453.2840056517,4147453.3033133848,4147453.2828183924,4147453.2882744214,4147453.291693321
50,2207864.5989462193,4220653.5175101785,4220653.516832938,4220653.52260832,4220653.517884779,4220653.509712823,4220653.53079015,4220653.508423769,4220653.514384882,4220653.518216068
51,2271823.2093005707,4294134.94134896,4294134.940346119,4294134.946519985,4294134.941756674,4294134.932844785,4294134.955800756,4294134.931409717,4294134.937896247,4294134.942206676
52,2336346.983067492,4367899.928689014,4367899.927322206,4367899.933924376,4367899.929147986,4367899.919443319,4367899.944399225,4367899.917845761,4367899.924886251,4367899.92972731
53,2401336.7243872774,4441950.88643445,4441950.884663108,4441950.891724244,4441950.886963298,4441950.876413133,4441950.903491454,4441950.874634732,4441950.882256798,4441950.887683513
54,2466559.501015768,4516290.261175034,4516290.258956613,4516290.266508394,4516290.26179276,4516290.250344424,4516290.279669378,4516290.248365886,4516290.256595952,4516290.262666636
55,2532203.229831296,4590920.537441025,4590920.534731172,4590920.542806464,4590920.53816684,4590920.525767647,4590920.557465717,4590920.523569455,4590920.532432442,4590920.5392084755
56,2598395.0547180325,4665844.235984729,4665844.2327374425,4665844.241370542,4665844.236837852,4665844.223435092,4665844.257635553,4665844.2209980795,4665844.230517028,4665844.238062738
57,2664825.1961412444,4741063.912108861,4741063.908276676,4741063.917503743,4741063.913108361,4741063.898649269,4741063.935484664,4741063.895955115,4741063.906150802,4741063.914533455
58,2731494.765893935,4816582.154268935,4816582.149803268,4816582.159662864,4816582.155434655,4816582.139865172,4816582.179473665,4816582.136898868,4816582.147788334,4816582.157078424
59,2798489.4241213524,4892401.582134778,4892401.576988793,4892401.58752249,4892401.58350051,4892401.566754063,4892401.609294522,4892401.563521658,4892401.57511018,4892401.585381946
60,2866067.7866757135,4968524.845016132,4968524.839151787,4968524.850406122,4968524.846661915,4968524.828632392,4968524.8743162155,4968524.825204418,4968524.837468132,4968524.84879828
61,2933890.941124867,5044954.620830877,5044954.614226874,5044954.626255721,5044954.622919553,5044954.603430367,5044954.652557017,5044954.599992287,5044954.612858327,5044954.625324041
62,3001960.2482030764,5121693.615152254,5121693.607809391,5121693.620675728,5121693.617954123,5121693.596736952,5121693.649718005,5121693.593624254,5121693.606956986,5121693.620634395
63,3070277.1315453122,5198744.560352395,5198744.55229322,5198744.566069712,5198744.564242599,5198744.540939054,5198744.598295574,5198744.538635616,5198744.552237588,5198744.567201509
64,3138843.081795972,5276213.262101288,5276213.253232172,5276213.267930991,5276213.266147877,5276213.241557289,5276213.302347473,5276213.238840453,5276213.253378427,5276213.269688887
65,3207815.361783129,5354012.257230017,5354012.247520871,5354012.263297381,5354012.26219773,5354012.235616028,5354012.300794064,5354012.233374708,5354012.248355691,5354012.266108593
66,3277233.5766823497,5432127.71598624,5432127.7053851,5432127.722320717,5432127.72185917,5432127.693260868,5432127.762960404,5432127.691452824,5432127.706892813,5432127.726185447
67,3346906.4754775604,5510562.270709654,5510562.259169804,5510562.277350493,5510562.277479845,5510562.246834401,5510562.321197605,5510562.24543026,5510562.261342296,5510562.282271477
68,3416835.7719239374,5589318.562870675,5589318.550351794,5589318.56986621,5589318.570537778,5589318.53781053,5589318.616987306,5589318.5367931025,5589318.553188803,5589318.575849218
