,Trial0,Trial1,Trial2,Trial3,Trial4,Trial5,Trial6,Trial7,Trial8,Trial9
0,3941300.8509515896,3218377.449126892,3218380.0620612283,3218377.82052196,3218379.4982328466,3218379.3830284616,3218372.328545205,3218380.3797280034,3218376.508118353,3218380.3524090173
1,3857126.3433477315,2413746.7614885983,2413751.489206507,2413748.957408253,2413749.1552169058,2413750.0011957963,2413743.9739145334,2413746.540992567,2413747.7640404277,2413750.1587273437
2,3768723.2536145244,1607505.4639996896,1607511.9194235331,1607509.3204997033,1607507.9036679885,1607509.7155516539,1607503.6369541348,1607504.570000799,1607508.5369993886,1607509.022964639
3,3675878.245696415,1258920.4470240765,1258920.3894892083,1258920.412949007,1258920.43759804,1258920.4128793608,1258920.4390118443,1258920.4794414495,1258920.4039121708,1258920.4182440848
4,3578366.905171999,1280873.0633187713,1280873.061701297,1280873.0917392122,1280872.9663070564,1280873.061670691,1280872.976066371,1280873.0606664638,1280873.065187669,1280873.0599382322
5,3475953.5511632506,1314881.6815247096,1314881.68943887,1314881.7243586509,1314881.6905056697,1314881.752388451,1314881.7026772893,1314881.7113378628,1314881.6938098175,1314881.724211472
6,3368390.285584201,1356010.9541659283,1356010.984496437,1356010.9580427464,1356010.9672348,1356010.988248922,1356010.9737138757,1356010.9664267455,1356010.963121916,1356010.97337818
7,3255416.6653393344,1401982.5228625627,1401982.5164609128,1401982.5347796825,1401982.5123169336,1401982.595920594,1401982.569199192,1401982.4946523202,1401982.5526460863,1401982.5579870471
8,3136758.8847233807,1451351.056148757,1451350.9737000181,1451351.009789281,1451351.0769306822,1451351.0402951813,1451351.0193690332,1451350.9628105492,1451351.0341599474,1451351.0176838909
9,3012129.1393319047,1503342.3183424592,1503342.3003525778,1503342.2549018639,1503342.3178805273,1503342.286333558,1503342.347767127,1503342.2568674993,1503342.2725435377,1503342.3234919314
10,2881224.8252993766,1557310.0321700757,1557309.9463083385,1557310.1224103686,1557309.994684079,1557310.037673035,1557310.050464235,1557309.9666345075,1557310.0408334597,1557309.9601425687
11,2743727.8617425277,1613033.1717751462,1613033.1943217474,1613033.2020890263,1613033.21945915,1613033.1968792067,1613033.2250898425,1613033.2167705316,1613033.189332461,1613033.2072995421
12,2599303.837655764,1670064.9794575837,1670064.958000141,1670064.9514400403,1670064.9848107924,1670064.9573580213,1670064.9622485053,1670064.951006473,1670064.9500455172,1670064.9595904306
13,2447601.100396332,1728194.311839885,1728194.3135202315,1728194.3202971239,1728194.3069402736,1728194.3077083547,1728194.312711813,1728194.3179625387,1728194.3205555594,1728194.3234699562
14,2288249.8089554845,1787431.7276348677,1787431.7327469455,1787431.7388276474,1787431.7228075655,1787431.7256990392,1787431.7321266923,1787431.7384569459,1787431.7410968784,1787431.7424671247
15,2120861.2129905922,1847535.946032627,1847535.9303510638,1847535.9304083202,1847535.934593915,1847535.9418568884,1847535.9910740484,1847536.0141281958,1847536.0310699174,1847535.9386260733
16,1945026.1503688768,1908267.0429600587,1908267.1105975306,1908267.0537197744,1908267.0700235919,1908267.0529597152,1908267.0226514344,1908266.9982742514,1908266.98301993,1908266.9521022765
