,Trial0,Trial1,Trial2,Trial3,Trial4,Trial5,Trial6,Trial7,Trial8,Trial9
0,3941300.850790052,3218375.5876395316,3218378.9578503515,3218379.6274161716,3218376.6302322885,3218378.8401757027,3218374.1451596953,3218374.9825772624,3218373.6520057498,3218377.837321581
1,3857126.342997551,2413745.5348879206,2413748.672718693,2413749.07845638,2413748.053352135,2413749.333198182,2413744.571619571,2413745.3229320557,2413745.3194217584,2413748.0385275725
2,3768723.2529987856,1607505.098341436,1607507.550424713,1607507.5432989742,1607508.9857456267,1607508.8489514743,1607504.7302954353,1607505.2825808006,1607506.7284558476,1607507.3834981588
3,3675878.24474992,1258920.4390669141,1258920.4375624764,1258920.4470804434,1258920.402328991,1258920.4331493024,1258920.435344668,1258920.4388898066,1258920.4150409102,1258920.446371212
4,3578366.9037944633,1280873.0766109002,1280872.968167323,1280873.068753007,1280873.0698735768,1280872.96547921,1280873.0701976272,1280872.986136389,1280873.060591925,1280873.0735470918
5,3475953.549230229,1314881.692235757,1314881.7184166713,1314881.7117165742,1314881.749802785,1314881.7004306377,1314881.6959432678,1314881.7423149887,1314881.7021591289,1314881.7118437465
6,3368390.282932928,1356010.9590108409,1356010.9552514958,1356010.9822640407,1356010.9728000527,1356010.9793897278,1356010.9534622224,1356010.9752201284,1356010.98012844,1356010.983549661
7,3255416.661767815,1401982.488997768,1401982.5524161935,1401982.5258325196,1401982.6106318855,1401982.6170752614,1401982.6464033725,1401982.6750511942,1401982.5672937918,1401982.5617012936
8,3136758.8799898704,1451351.1077966976,1451351.0479042619,1451350.9689345337,1451351.0668602448,1451350.941469642,1451351.0202792776,1451351.0150652141,1451350.9919468255,1451351.0400986911
9,3012129.133124655,1503342.2841173685,1503342.3141514517,1503342.3422657833,1503342.3574387715,1503342.3316882928,1503342.3640042017,1503342.3560529293,1503342.3230131322,1503342.3346137123
10,2881224.817292228,1557309.9724424572,1557309.927731112,1557310.0649257917,1557309.849444127,1557309.9202184875,1557310.1377264943,1557310.0189091358,1557310.0475195274,1557310.0670714055
11,2743727.8515878646,1613033.2024119,1613033.206370399,1613033.1871388496,1613033.2636796206,1613033.2297520128,1613033.1238065942,1613033.246274844,1613033.2013179546,1613033.2104137847
12,2599303.8249850827,1670064.9515394415,1670064.9671098574,1670064.9557768158,1670064.947007298,1670064.97800036,1670064.9854131506,1670064.9631977181,1670064.9581533475,1670064.9522844406
13,2447601.0849501416,1728194.3234574876,1728194.3204833956,1728194.3173610084,1728194.3321893062,1728194.3178407208,1728194.3197328856,1728194.313335381,1728194.3210190134,1728194.3276633953
14,2288249.7906888356,1787431.74293131,1787431.73939477,1787431.7365681322,1787431.7540697698,1787431.7345234507,1787431.736541823,1787431.7327016706,1787431.7392215778,1787431.7468167853
15,2120861.1919214595,1847535.9543811188,1847535.9834860011,1847535.9928052535,1847535.984926742,1847535.944445876,1847535.9635568212,1847535.9693450797,1847535.9291943626,1847535.9121883335
16,1945026.1268231268,1908267.0575593344,1908266.9043708162,1908266.8957089835,1908266.9476991112,1908267.0216366926,1908267.0421773158,1908267.0268543735,1908267.0615086458,1908267.0904070106
17,1760314.3940258431,1969809.3260500634,1969809.1682858951,1969809.1592828636,1969809.210733832,1969809.2916984325,1969809.3110066263,1969809.2965813954,1969809.330463316,1969809.3592083475
18,1566273.2925497673,2031915.2068390038,2031915.134364111,2031915.1257044205,2031915.1356631203,2031915.2403040582,2031915.2185808823,2031915.2340103108,2031915.224638643,2031915.2366660542
19,1362426.7346112023,2094616.647505507,2094616.5757110175,2094616.567177392,2094616.576382197,2094616.6802527367,2094616.6588490575,2094616.6740973887,2094616.664608098,2094616.6759673988
20,1256287.676879493,2157779.659264431,2157779.613958927,2157779.611138177,2157779.612071749,2157779.6499225125,2157779.645553682,2157779.6484925407,2157779.6439690026,2157779.6402720627
21,1257615.5488221208,2221575.352434509,2221575.3073445545,2221575.304628202,2221575.3055556063,2221575.34337178,2221575.339398259,2221575.3419306255,2221575.337723508,2221575.3342194473
22,1261264.8172544176,2285599.7434896305,2285599.698688063,2285599.696055,2285599.69693455,2285599.734606544,2285599.7310799304,2285599.7332355427,2285599.72936329,2285599.726019952
23,1266948.5120404733,2350309.303694274,2350309.2775669172,2350309.277578785,2350309.277644715,2350309.302260673,2350309.3040967537,2350309.3028448434,2350309.3090070984,2350309.310850795
24,1274681.1497761926,2415367.3195904177,2415367.2936478187,2415367.2936671735,2415367.293696415,2415367.318091619,2415367.3202587864,2415367.318692814,2415367.3248150395,2415367.3266249676
25,1284203.8070436553,2480659.3782077157,2480659.3524357146,2480659.352466091,2480659.352455383,2480659.3766318643,2480659.3791273083,2480659.377244698,2480659.383313427,2480659.3850873043
26,1295599.6340344339,2546475.955447923,2546475.9408821235,2546475.940842798,2546475.9408397432,2546475.9541999483,2546475.957117603,2546475.9545009863,2546475.957923956,2546475.9588128095
27,1308711.9354112833,2612739.5131216855,2612739.498651457,2612739.4986301395,2612739.4985735496,2612739.5118049313,2612739.5150829507,2612739.5121442853,2612739.515555736,2612739.516425616
28,1323683.8427201025,2679242.4507173984,2679242.436334974,2679242.4363304777,2679242.4362232373,2679242.4493280035,2679242.4529809156,2679242.44970278,2679242.453105552,2679242.453953623
29,1340479.9857234517,2745985.8987332326,2745985.8844339917,2745985.8844702537,2745985.8842846705,2745985.897268559,2745985.901304612,2745985.897696231,2745985.9010887095,2745985.9019261217
30,1359082.3337553202,2813141.272418461,2813141.26433459,2813141.264415084,2813141.2640280398,2813141.2711708136,2813141.2756688255,2813141.271687545,2813141.273648725,2813141.2740914794
31,1379535.5628103118,2880795.9305054857,2880795.922451613,2880795.9225585014,2880795.922113208,2880795.929168437,2880795.9341049558,2880795.9297276866,2880795.9316974706,2880795.932120434
32,1401887.1569103224,2948696.509317954,2948696.5012882543,2948696.5014307103,2948696.5009191935,2948696.5078853564,2948696.513284992,2948696.5084908754,2948696.510471592,2948696.510873719
33,1426187.250576829,3016844.3856946942,3016844.3776822872,3016844.3778740484,3016844.3772841445,3016844.384159343,3016844.3900469807,3016844.3848155127,3016844.386809973,3016844.387189444
34,1452488.0838188336,3085240.9997341945,3085240.9917323817,3085240.9919894985,3085240.9913069354,3085240.998088189,3085241.0044925124,3085240.998800455,3085241.0008119247,3085241.001166613
35,1480845.8043114324,3153887.8587794425,3153887.8508199863,3153887.8511158577,3153887.850356709,3153887.8570210403,3153887.864059286,3153887.8578170324,3153887.8598500015,3153887.860196865
