,Trial0,Trial1,Trial2,Trial3,Trial4,Trial5,Trial6,Trial7,Trial8,Trial9,Trial10,Trial11,Trial12,Trial13,Trial14,Trial15,Trial16,Trial17,Trial18,Trial19,Trial20,Trial21,Trial22,Trial23,Trial24,Trial25,Trial26,Trial27,Trial28,Trial29,Trial30,Trial31,Trial32,Trial33,Trial34,Trial35,Trial36,Trial37,Trial38,Trial39,Trial40,Trial41,Trial42,Trial43,Trial44,Trial45,Trial46,Trial47,Trial48,Trial49,Trial50,Trial51,Trial52,Trial53,Trial54,Trial55,Trial56,Trial57,Trial58,Trial59,Trial60,Trial61,Trial62,Trial63,Trial64,Trial65,Trial66,Trial67,Trial68,Trial69,Trial70,Trial71,Trial72,Trial73,Trial74,Trial75,Trial76,Trial77,Trial78,Trial79,Trial80,Trial81,Trial82,Trial83,Trial84,Trial85,Trial86,Trial87,Trial88,Trial89,Trial90,Trial91,Trial92,Trial93,Trial94,Trial95,Trial96,Trial97,Trial98,Trial99
0,3938415.8493731534,3193467.575219259,3228695.7002113434,3233683.965707893,3328566.350874753,3637101.1717314236,3637600.8095373274,3315761.7413387727,3644577.2432152196,3617924.562957687,3833360.3165605045,3243306.5379340365,3658673.185614994,3648096.630752133,3611095.8042299827,3635391.6822661436,3619767.745782681,3188526.6907874877,3636826.9019864313,3197022.688585838,3170554.0988978096,3219347.1985606644,3616356.272016707,3603648.563869163,3654081.332239389,3276870.88282599,3830578.770689477,3626893.14850207,3189936.900248682,3625229.82328605,3821099.615368969,3284463.368494788,3200234.064971938,3195679.1908085435,3641412.68242246,3627308.5197597235,3627171.452934088,3624761.091245789,3630423.5138595668,3236185.6382800066,3839856.264728456,3616070.3655944476,3236798.2710274127,3189559.773438641,3620913.6894860934,3641210.986330629,3208002.006366762,3824497.715620179,3822489.309921326,3290995.5759671535,3220535.585800445,3212773.268610972,3666835.878759763,3207077.180243276,3288881.606926266,3649173.983145419,3238234.769174349,3214496.9588325927,3611255.727556256,3634736.7553603686,3632787.6943443636,3629076.2984417267,3227435.002697932,3621271.80325318,3628518.951991262,3609000.95226884,3600249.094121045,3197328.3744755634,3635180.6285448098,3705132.142637989,3234252.8322504563,3172850.602879242,3222216.0681266473,3823113.5593703007,3179243.434592998,3168972.7451163633,3203878.614940823,3283370.009266935,3198025.2228375534,3358956.7717927448,3197328.0600392832,3287785.511410764,3218739.6986547117,3821504.595716818,3200113.723248453,3200333.723942505,3216549.0724598174,3825391.6843631826,3666559.360248136,3624043.7455990426,3834200.456793307,3642763.4400983835,3634182.216956928,3205168.157903232,3208102.049218363,3212120.517224378,3645251.610336073,3664545.88486688,3218145.8768257583,3678343.416339778
1,3851211.7588551445,2364094.6418656637,2434123.1468459517,2444450.3617307036,2632823.354541188,3232809.2802675986,3233935.1488496996,2962073.19247775,3248024.2635574914,3193447.18537264,3635624.446653981,2463845.154203198,3467938.5618328336,3255201.3656440545,3179531.6025747065,3432487.6119536604,3408729.174619749,2354068.722142114,3232360.966569748,2371240.398812244,2318034.740060107,2415632.815024879,3190586.683070369,3164277.6602116683,3460922.9220878202,2529099.12733242,3629973.9601658573,3419639.265304082,2356883.9999630596,3417121.511624038,3610577.3130140286,2543453.518771073,2377677.829240295,2368260.919400095,3241209.123512216,3212385.2578651523,3212644.6303830976,3207753.048091988,3219161.8693840127,2449481.4562432794,3648801.768959593,3189704.910844701,2450560.124485052,2356007.0196804246,3199950.8490372584,3241073.160873364,2393040.541205231,3617450.9334969027,3613333.8740014015,2557076.6704147556,2417527.887638163,2402579.671014549,3293238.631704365,2391224.7876548194,2552765.9193430813,3257502.813133899,2453349.400680732,2406037.600980794,3179911.521933436,3227578.612260483,3223767.5991624757,3422862.5150963757,2431930.4357388346,3200286.0418746634,3215112.995352712,3175385.979151429,3157505.9459334295,2371600.8413803037,3229007.790684098,3371940.0977162602,2445724.0080712806,2322641.735784323,2421434.339896401,3614670.784554725,2335370.156232285,2314789.8239045823,2384822.626927179,2541865.6531063747,2373121.041952908,2660733.1744645364,2371730.8250148287,2550866.848064081,2414607.9964477425,3611274.8510804963,2377381.492240975,2377649.5608675415,2410042.2924169884,3619308.411021682,3293221.0812717453,3206247.3778380295,3637289.685412941,3244163.2768500126,3227412.129376781,2387355.3355508074,2393237.7437311728,2401305.6590710436,3447535.8986547664,3289074.4896402233,2413486.9425657517,3316906.761543734
2,3759627.2507716273,1533323.0445646178,1638082.974758514,1653708.0869444732,1933845.2908778093,2807615.147910305,2809407.1055189166,2776173.6502004038,2830727.9859784036,2746895.775589262,3427738.6678024037,1683042.9362472983,3267274.6446129903,2841680.881148768,2725693.775895378,3219198.5973669053,3186961.9242408685,1517905.0404190859,2806995.075244705,1544089.0238104565,1463739.5366292289,1610353.7645123878,2742819.0997104854,2702135.8098951406,3257782.6775595527,1777725.8266597393,3419129.823602714,3201864.283671869,1522141.896513987,3198453.9912968474,3389356.9856909444,1798752.0283466494,1553772.2811520807,1539168.1537960945,2819686.312108674,2775516.7090065004,2776788.9527158868,2769311.450896263,2786512.466679114,1661350.2406415893,3447778.978151849,2741252.879466255,1662513.7724654262,1520741.8449186096,2757259.857016395,2819738.4268572927,1576528.1558335177,3399782.334002461,3393450.6232823804,1819595.4758976519,1612257.581446937,1590845.5293884662,2899578.139688246,1573644.589705082,1813380.4162766207,2845401.4934296613,1666729.4698910082,1596032.1586036352,2726345.665949899,2798856.1584999417,3008784.9522071322,3206091.304225495,1634898.0824572297,2757375.55664655,2997848.5420852453,2719589.3658966958,2692088.31421359,1544255.145700893,3015617.362290306,3020923.564478628,1655764.32655653,1470830.1106882356,1619200.7897586434,3395600.0749118,1489917.6777481793,1458903.7329112042,1564239.9476469944,1796853.4334294102,1546736.2235754181,1937934.8436125065,1544676.2238360746,1810616.4148992563,1609011.4901145296,3390205.629283822,1553240.7346149776,1553395.3759858762,1601932.699422232,3402679.4428251954,2900426.738490365,2767047.15265566,3430203.9482262563,3034640.557465883,2799520.51010408,1568023.3431444834,1576822.1395711731,1589016.2678331586,3239706.546978906,2894016.2078065975,1607447.4450602587,2936133.037642338
3,3663441.304024401,1176253.0880303467,1296143.5410137149,1317014.55928399,1575127.1765470426,2360142.762470367,2362913.595096604,2580748.238932156,2391564.996051415,2277085.1371237556,3209178.362281215,1355629.4588184063,3056149.225080648,2406378.786239395,2248575.5586015293,2994985.952891681,2953911.4735843446,1150060.7027833574,2359642.422188373,1193922.1697756099,1084458.6938652173,1262529.4696908453,2272135.4506907235,2216011.1657582056,3044131.946678493,1378357.84817034,3197515.2698791716,2973024.367725736,1160018.6358530635,2968681.0827424685,3156887.4604523606,1385419.888577634,1206034.6911287645,1181200.0204143086,2598114.89707467,2315473.1631702026,2318638.681615074,2308480.117436512,2331395.495787917,1324346.1029507779,3236257.1571956547,2269571.142871916,1317123.1113483803,1154196.5150296786,2291908.371171713,2376210.894042387,1226397.132486417,3170935.86240107,3162278.392890708,1402610.412264876,1257475.2799425265,1243200.971859687,2484717.2369563207,1216883.59635063,1398046.475400706,2411744.8882084615,1319357.2098586643,1248420.2422564104,2249353.1985441474,2347388.0874779643,2782779.2677148455,2978199.089307358,1291504.2658102617,2291369.922701023,2769488.251598281,2240349.1834433167,2202804.387281548,1179441.8738858486,2791382.9816116416,2651071.79676346,1324727.3133091885,1099679.9379264535,1279074.4307441085,3165291.36146489,1123158.381656856,1081986.124207608,1211805.8177744444,1374535.3632061633,1196149.4961187053,1487053.825070948,1191064.655347564,1446248.1703807844,1265774.0782142405,3157709.5052301437,1206308.7368778943,1197107.1740118654,1249125.1555091932,3174956.2799586244,2487115.046125683,2305445.9234663104,3212401.841586242,2814364.2526520025,2349715.8793612598,1216280.6526888758,1226910.6002891238,1240215.2969527382,3021239.402945278,2478282.1933422545,1265121.9309137375,2534890.2925996543
4,3562421.5987701393,1195803.5966996427,1323784.9234854982,1346290.6980209493,1593478.0730260825,1889376.9448144196,1893290.0739977974,2375299.361959558,1929348.4209401384,1782772.7413442302,2979457.688186066,1389803.3392724562,2833997.257120035,1948097.813013775,1746789.384545455,2759281.198109723,2708995.5306279496,1158608.3401886725,1889150.992236084,1222993.2494167613,1087918.0620953022,1284908.5375629722,1777175.3791804714,1704624.837076696,2819410.6709534987,1376551.0890722524,2964444.8283474175,2732548.9047966744,1180546.440394156,2727183.6512232632,2912592.5185639123,1385085.6552752769,1237067.2193144544,1191107.024643344,2365097.530152622,2073582.5015335833,1836873.7889425773,1823926.202369817,1852621.0227251865,1348561.6283959935,3013676.07807779,1773369.091815432,1335193.8305896444,1164973.775982521,1802575.863055831,1909244.4776633962,1250402.5612690144,2930329.3027828704,2919224.3648781553,1337677.3177568477,1284558.4695566492,1268341.3681059976,2047423.6152616288,1232125.6031868947,1356163.6705199347,1955383.1877144699,1327999.6579133675,1273489.5181467966,1747749.2483905712,1871930.5846876898,2545175.049998407,2738618.543192073,1312701.1077288792,1801009.6231799186,2529461.886690316,1736417.4882237269,1688404.0014998396,1185756.6025508642,2555745.1696930244,2261314.2040976025,1361571.433094434,1113924.8463882864,1311082.2495884341,2923248.8093245546,1141542.7985327537,1091616.2496296389,1233910.66204088,1337866.759120826,1226050.324729627,1469992.8735307585,1215439.9970988338,1487919.45887818,1293246.7613454398,2913194.321377348,1239935.678297716,1217101.1657181205,1262115.918816295,2935561.1447957554,2052175.3347989905,1820092.7006821865,2983311.3293686705,2698644.1303091347,1876851.728738543,1240646.2892951223,1253821.1252720146,1262513.4613410556,2791581.727963549,2040755.370513443,1292486.7004802565,2112014.8487388417
5,3456323.795815374,1223702.9079096615,1362743.5832645658,1386736.4289403355,1658364.2256630273,1394059.053493971,1399316.5296835685,2159302.821470014,1442822.5567856727,1262616.1804461335,2737939.1538391793,1432581.747125209,2600210.4357510437,1465540.8361505622,1218976.8249759728,2511484.4659718587,2451604.98959135,1177676.3449734452,1394250.3514598643,1260441.626987675,1102568.791765377,1319663.6850566561,1256636.381042717,1166594.341388444,2583026.3313181973,1419907.0837214456,2719424.232584655,2479839.637533719,1214678.9043824773,2473409.2011473333,2655861.692405652,1424023.019376515,1275515.7585310994,1206019.0925258473,2120030.585416224,1819216.8866124752,1330198.330938435,1314364.2519565134,1348943.4065542168,1381866.8131367816,2779440.0414128555,1251312.5780706685,1372093.8327350826,1187265.8627441202,1287988.6243664445,1417554.5946362547,1284145.2708930664,2677339.430690744,2663662.1987646124,1346792.098254984,1322320.6361625881,1304123.4525680162,1586379.9007627598,1259411.0868854017,1388432.5576024812,1475064.6721973938,1351985.6452193146,1309763.617633662,1220241.48466866,1371173.7613500196,2295363.696365129,2486737.407885149,1345704.5104369374,1285035.5466695577,2277176.0440449943,1206455.416594034,1147560.9660985558,1203624.8319051475,2308114.9864872214,1850505.5904029629,1408010.0206076272,1137875.9450720279,1353395.5854688496,2668807.6150201587,1170634.1507691653,1113121.5223036276,1265982.6268399549,1365260.0781420132,1265724.9443672595,1509205.9767758914,1248940.1033712437,1543949.3273106592,1331251.6779721617,2656053.818836919,1281518.9745407442,1247877.2693981207,1286491.2799848393,2683885.1642307467,1594396.0889798554,1309729.2374711004,2742327.8663369953,2577055.8269403167,1379709.83837121,1276395.0932417817,1292700.8826400465,1295930.0831869747,2550150.9040378025,1580223.286742218,1328444.7382011479,1666254.0955959
6,3344891.3657288332,1257576.0246327315,1407958.345651275,1433594.058829781,1730155.6217221564,1350086.4288312988,1372423.313584045,1932205.1182633222,1363684.7532374486,1190176.3911453928,2611071.9933360303,1481219.1857845967,2354163.3874834296,1372495.3596539933,1169486.2820775032,2250976.3212024705,2181092.5569347027,1203590.91904063,1371662.3677309428,1303148.451108768,1124430.1389314926,1362112.9168348757,1219394.206113696,1106870.038601973,2334355.235755575,1470819.1028923152,2461831.127871391,2214263.242693956,1256756.6807805405,2206713.850011115,2386046.666134786,1470134.9974573487,1318677.8659856797,1224945.8368045662,1862276.8606943097,1551735.714047352,1302842.121329148,1289476.9530737323,1308823.5022266803,1420943.2272673608,2532913.734199831,1196559.2636394573,1418507.3752776473,1217595.0128661434,1249868.2401644783,1312293.3391875867,1324037.6664838716,2411313.330302651,2394929.856334777,1385306.913658502,1366576.4429159265,1346907.048082814,1434037.3802820286,1294867.3315731923,1429014.5614457806,1408889.1540718672,1386984.9631959703,1353048.8255410949,1191436.472943275,1265306.7854807072,2032703.3615438188,2221918.436007516,1386894.4503572949,1237537.9487525646,2012018.7220073524,1168134.6531205536,1115916.4940822097,1229565.320005956,2047876.0285103917,1699644.3084681581,1460322.5089904943,1167982.140003777,1401946.5527197756,2401326.4797740183,1206228.0274332627,1142525.329895649,1304645.419510599,1403227.125721557,1311878.3356106519,1555345.3697367772,1288603.0559989105,1606964.6657821096,1376598.2702837451,2385564.039012972,1328202.3798418613,1285432.7397333274,1318998.3255701915,2419286.507904486,1511679.0419772535,1286176.5653370356,2488812.893829705,2449298.396858274,1366517.0546659576,1319045.699945417,1338311.522172562,1336906.4523660399,2296336.0934117474,1522257.9765910148,1369654.3089594713,1498782.9553536584
7,3227854.3389819963,1296368.8029961232,1457236.268651361,1484643.0121160867,1805839.6551688868,1377701.8243827522,1395396.9737210472,1693421.9578387092,1367452.4872807742,1197169.4955674503,2477777.784043501,1533921.6566174095,2095185.4810554737,1373943.4374365194,1164269.4869011526,1977075.537312726,1896772.2078483228,1234706.6133764128,1396253.1823217783,1349778.0228867684,1151762.3288117659,1409650.9052385374,1225269.0517803906,1108297.4490157412,2072742.0240220253,1526922.4766337988,2191019.582718497,1935142.8159179296,1303772.1826622009,1926459.0972611397,2102479.4512295895,1521219.018119424,1364791.832237068,1247411.1527811247,1591154.1418227819,1286713.5494029915,1321559.4142289616,1308207.1593856376,1326739.2766602442,1464297.2203437018,2273423.1126447255,1212260.0062199654,1470123.4099004571,1254051.7921415989,1254021.0840589264,1294428.105040904,1368365.9165251765,2131563.946349878,2112331.384948993,1429510.0128512764,1415705.2284031867,1394362.4961301673,1419371.9306970346,1336133.982739054,1474363.3437072656,1437747.6135384147,1428419.4830198404,1400960.7608810521,1207943.4038284759,1237120.5651047097,1756519.5757059846,1943510.4222489952,1433696.1735245786,1256061.4754166906,1733351.5801015296,1173464.9284725245,1125588.1742745587,1261235.6829299785,1774379.6538251135,1603189.0447342896,1516842.227902797,1202716.7428968444,1454481.4587826813,2260868.7102472694,1246357.5557364116,1178057.4260763563,1347903.1894858142,1448675.0764807635,1362550.29840444,1605653.867085257,1332535.31987809,1674498.6188317556,1427107.597178092,2101057.7040651967,1378414.8814050793,1327415.811837411,1357407.457654758,2141096.650262297,1468565.3693189158,1304198.3056306741,2222092.2216540324,2315054.986497623,1393865.798838096,1366119.3996662472,1388276.9143404039,1383175.2745407394,2029487.8059416716,1527808.5418152872,1414640.989991401,1402307.69880679
8,3104929.2404200877,1338938.0292667905,1509681.586678606,1538345.7774557695,1884470.1587703438,1412907.3866033568,1425689.7393969432,1558216.5355394138,1384723.2084425348,1214663.871842984,2337728.0842703413,1589746.511420569,1822563.3338974083,1395228.198514362,1166869.1162136535,1689081.5156907176,1597931.0836305257,1269884.0971705439,1429372.7363962678,1399232.5085568763,1183930.3434833323,1460931.5289873518,1239594.4359250686,1115509.2756278259,1797493.298066513,1586805.42733548,1906448.2743833507,1641779.2152570642,1354122.6660407812,1631983.9751875727,1804439.6814281442,1575697.3144546004,1413461.819522979,1273057.1509289609,1367260.4499949503,1243108.7636643832,1350850.4284413145,1335251.191750487,1353877.7272956574,1510906.0614293902,2000254.0236880772,1235289.6804189186,1525206.6969287542,1295147.5506455533,1267606.2496905914,1318925.1569351943,1416022.3519444722,1837364.1354134781,1815132.7462394468,1477651.4352092268,1468563.4479664254,1445400.990595444,1436695.175939874,1381711.116847942,1522791.7333889264,1478385.4737552893,1474089.1256227733,1452361.2360930329,1232108.9074102766,1249311.0025453437,1466102.3376221885,1650785.7744413675,1484410.5827353848,1283317.058447653,1440408.4546332266,1186816.562986071,1143962.7017271945,1297388.2451835894,1486933.709939092,1579134.8397042444,1576351.9854063,1241074.676289699,1510018.4083738243,2113303.5816720594,1289985.7093449973,1218031.0700480158,1394561.3754739042,1499334.4052482531,1416421.5393210829,1658569.3917485175,1379686.2113210657,1745205.339034635,1480994.6291823727,1951563.0439364703,1431096.8166798553,1372699.9779517548,1399760.199800406,1848592.612150528,1460331.2961226043,1330182.7805261414,1941451.4400983392,2173992.229119668,1429811.834453963,1416212.2355468497,1441113.2716025468,1433101.6249257629,1748921.6993034824,1553401.9667779694,1462195.789980849,1363053.0857835836
9,2975817.776773446,1384543.4327258426,1564232.6870775698,1594131.0766857462,1965059.8895979207,1454303.9962245978,1461935.7295133371,1522467.6367552988,1410410.3363029861,1238132.7098537623,2190577.892303067,1648085.9184960283,1535546.518734382,1424921.5798372098,1175474.7773639844,1386255.4462272099,1283815.7679415338,1308774.7903476506,1469734.6920097447,1451059.486256983,1220310.820187987,1514884.8752802399,1260867.2276896457,1128590.2219431878,1507874.343476878,1649599.6455978993,1607204.1328141089,1333431.744258351,1406828.1055395473,1322531.1508742366,1491177.9946236822,1632904.7551838523,1463842.9917412347,1301883.4489935471,1325743.9387403799,1231723.4999281394,1387941.0331801518,1368495.336245927,1388287.6402624694,1559918.295360672,1712651.0642142694,1264331.6532580575,1582782.577355625,1339761.5165532778,1287916.8416661087,1350484.5391310046,1466039.2891262781,1527946.852931703,1502557.4557728583,1528666.8384193,1524598.1611963632,1499015.2053300233,1464525.4012702017,1430233.0723274958,1573683.3014440164,1525248.220792268,1522701.4917756622,1506338.371666168,1262533.9337938414,1275342.066996158,1309134.9885297227,1342987.432255043,1538058.5435081648,1316979.5158461863,1300540.3331595913,1206130.3148760223,1169204.6043825382,1336919.3350016363,1356407.848950444,1613945.035728415,1638165.2261933223,1282335.6040256936,1567750.697792154,1958269.9428478163,1336175.33013721,1261123.0959073794,1443483.655239896,1553680.6769663885,1472979.477339132,1713634.7942002849,1429381.7203601995,1818612.4298205937,1537571.508926008,1794451.1939899556,1485806.8576380238,1420351.3688926923,1444961.8780245495,1541023.293726539,1480291.399819644,1362438.2961748329,1646136.134510466,2025759.0598483214,1472896.7959592992,1468563.168377626,1496179.4028622254,1485822.8602883015,1453919.4497798907,1592164.0782887952,1512138.2160294682,1373372.84465798
